TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.HelpFormatter,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,153,0.3,2,100,1644,282218,1762893003504,0.8352490421455939,111111111111111111111101001110000000000001111111111111111111001111111000011111000011001110111111111111111111111111111111111110111110111111111111111111111111111111111111111111111101111111111111000011011111110010011110011111111111111111111111111111111111111111110,0.712707182320442,0111111111111111111111111111111111111111111111101011000000000010000000000111111111111100010101111100000111011101111111101111011011000111111011011101111111111110111100000101110111111,1.0,1111111111111111111111111111111111111111111,8,1,35,4,0.8593155893536122,1111111111111110100000000011100000000011111111111111111111111111111111111111111111111011111111111111111111111111111101111001111111111111111111111111111111101000011111111111111111110111111100111111111111111111111110000000000000000000111111111111111111111111111111111111111111111111011111111010111111110101111111111111111111111111001000111111111111111111111111111111111111111111111110111111111111111011111111111111111111111111111111111111111111111100000010000011111111111111111111111111111111111111111111110111111111111111111111,0.6,1111101101000100101100100100110100111111001001110111111,0.98,11111111111111111111111111111111111111111111111110,0.98,11111111111111111111111111111111111111111111111110,0.6906077348066298,1111111111111111110111111111111111111111111111101100000100000100000000000111111111111010010011111100000101111101111111111010111010001111111010111011111110111110101000000001110111111
