TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.Option,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,108,0.3,2,114,347,150432,1762893471074,0.984375,111111111111111111111111111111111111111111111110011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111,0.9858156028368794,111011111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111,1.0,1111111111111,4,3,4,3,0.9681528662420382,11111111111111111111111111111111111111111111111111111111101111111011111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111011110111111111111111111111011111111111110111111111111101111011111111111111111111111111111111011111111111111111111111111111111111111111111111111111111,0.8068181818181818,1100101010111111111010111101011111101111110111111111111011110110111111111111111111110010,1.0,111111111111111111111111111111111111111111111111111111111111111111111,0.9855072463768116,111101111111111111111111111111111111111111111111111111111111111111111,0.9574468085106383,111111111111111111111111011111111111111111111111111111111000011111111111011111111111111111111111111111111111111111111111111111111111111111111
